CHAR ID;CHAR NAMES;KEYS;Turkish;English;Spanish;Portuguese;German;French;Italian;Polish;Russian;ChineseSimplified;ChineseTraditional;Japanese;Korean;Indian;Arabic;Bengali;Indonesian;Thai;Vietnamese
1000;RobotSnowman;snowmanDangerDetect;TEHLİKE! TEHLİKE! Deneyin kaçtığı tespit edildi!;DANGER! DANGER! The experiment has been detected escaping.;¡PELIGRO! ¡PELIGRO! Se ha detectado que el experimento está escapando.;PERIGO! PERIGO! Foi detectado que o experimento está escapando.;GEFAHR! GEFAHR! Das Experiment wurde beim Entkommen entdeckt.;DANGER! DANGER! L'expérience a été détectée en train de s'échapper.;PERICOLO! PERICOLO! L'esperimento è stato rilevato mentre scappava.;NIEBEZPIECZEŃSTWO! NIEBEZPIECZEŃSTWO! Wykryto, że eksperyment ucieka.;ОПАСНОСТЬ! ОПАСНОСТЬ! Эксперимент был обнаружен при побеге.;危险！危险！检测到实验逃跑。;危險！危險！檢測到實驗逃跑。;危険！危険！実験が脱出しようとしていることが検出されました。;위험! 위험! 실험이 탈출 중임이 감지되었습니다.;खतरा! खतरा! प्रयोग का भागना पता चला है।;خطر! خطر! تم الكشف عن محاولة التجربة الهروب.;বিপদ! বিপদ! পরীক্ষা পালিয়ে যাওয়া সনাক্ত করা হয়েছে।;BAHAYA! BAHAYA! Eksperimen terdeteksi melarikan diri.;อันตราย! อันตราย! ตรวจพบการทดลองหลบหนี.;NGUY HIỂM! NGUY HIỂM! Thí nghiệm được phát hiện đang trốn thoát.
1000;RobotSnowman;snowmanSelfDestruct;Kaçışın devamını engellemek için, kendini imha protokolü başlatıldı.;To prevent further escape, the self destruction protocol has been initiated.;Para prevenir más escapes, se ha iniciado el protocolo de autodestrucción.;Para evitar mais fugas, o protocolo de autodestruição foi iniciado.;Um weitere Flucht zu verhindern, wurde das Selbstzerstörungsprotokoll aktiviert.;Pour prévenir toute évasion supplémentaire, le protocole d'autodestruction a été déclenché.;Per prevenire ulteriori fughe, è stato avviato il protocollo di autodistruzione.;Aby zapobiec dalszej ucieczce, uruchomiono protokół samozniszczenia.;Чтобы предотвратить дальнейший побег, был запущен протокол самоуничтожения.;为防止进一步逃跑，已启动自毁协议。;為防止進一步逃跑，已啟動自毀協議。;逃亡を防ぐために、自爆プロトコルが発動されました。;도주를 막기 위해 자폭 프로토콜이 시작되었습니다.;अधिक भागने से रोकने के लिए, आत्म-विनाश प्रोटोकॉल शुरू किया गया है।;لمنع المزيد من الهروب، تم بدء بروتوكول التدمير الذاتي.;আরও পালানোর প্রতিরোধ করতে, আত্মবিধ্বংস প্রোটোকল শুরু করা হয়েছে।;Untuk mencegah pelarian lebih lanjut, protokol penghancuran diri telah dimulai.;เพื่อป้องกันการหลบหนีเพิ่มเติม ได้เริ่มต้นโปรโตคอลทำลายตัวเองแล้ว;Để ngăn chặn việc trốn thoát thêm nữa, giao thức tự hủy đã được kích hoạt.
1;Althea;althWaitSelfDestruct;bekle. Bekle! Dur biraz! Kendini imha protokolü derken ne demek istiyorsun?;wait. Wait! Hold on! What do you mean self destruction?!;espera. ¡Espera! ¡Espera un momento! ¿Qué quieres decir con autodestrucción?!;espera. Espere! O que você quer dizer com autodestruição?!;Warte. Warte! Was meinst du mit Selbstzerstörung?!;Attends. Attends! Qu'entends-tu par autodestruction?!;Aspetta. Aspetta! Cosa intendi per autodistruzione?!;Poczekaj. Poczekaj! Co masz na myśli przez samozniszczenie?!;Подожди. Подожди! Что ты имеешь в виду под самоуничтожением?!;等等。等等！自我毁灭是什么意思？！;等等。等等！自我毀滅是什麼意思？！;待って。待って！自己破壊ってどういう意味？！;잠깐. 잠깐! 자폭이 무슨 뜻이야?!;रुको। रुको! आत्म-विनाश से आपका क्या मतलब है?!;انتظر. انتظر! ماذا تعني بالتدمير الذاتي؟!;অপেক্ষা করো। অপেক্ষা করো! আত্মবিধ্বংস বলতে তুমি কী বোঝাতে চাও?!;Tunggu. Tunggu! Apa maksudmu dengan penghancuran diri?!;เดี๋ยวก่อน เดี๋ยวก่อน! คุณหมายถึงการทำลายตัวเองอย่างไร?!;Chờ đã. Chờ đã! Bạn nói gì về tự hủy?!
;;narrativeSnowmanExplodes;*Kardan adam patlar*;*The snowman explodes.*;*El muñeco de nieve explota.*;*O boneco de neve explode.*;*Der Schneemann explodiert.*;*Le bonhomme de neige explose.*;*Il pupazzo di neve esplode.*;*Bałwan wybucha.*;*Снеговик взрывается.*;*雪人爆炸了。*;*雪人爆炸了。*;*雪だるまが爆発する。*;*눈사람이 폭발하다.*;*स्नोमैन विस्फोट करता है।*;*رجل الثلج ينفجر.*;*তুষারমানব ফেটে যায়।*;*Manusia salju meledak.*;*ตุ๊กตาหิมะระเบิด*;*Người tuyết phát nổ.*
;;narrativeFearFaint;*Bayılacak gibi hissediyor. Acıdan değil, korkudan dolayı!*;*She feels as though she is about to faint. Not from pain, but from fear!*;*Siente como si estuviera a punto de desmayarse. No por dolor, sino por miedo!*;*Ela sente como se estivesse prestes a desmaiar. Não de dor, mas de medo!*;*Sie fühlt sich, als würde sie gleich ohnmächtig werden. Nicht vor Schmerz, sondern vor Angst!*;*Elle sent qu'elle est sur le point de s'évanouir. Pas de douleur, mais de peur!*;*Sente come se stesse per svenire. Non per il dolore, ma per la paura!*;*Czuje się, jakby miała zemdleć. Nie z bólu, ale ze strachu!*;*Она чувствует, что вот-вот упадёт в обморок. Не от боли, а от страха!*;*她感觉自己快要晕倒了，不是因为疼痛，而是因为恐惧！*;*她感覺自己快要暈倒了，不是因為疼痛，而是因為恐懼！*;*彼女は痛みではなく、恐怖から気を失いそうに感じている。*;*고통이 아니라 두려움 때문에 기절할 것 같다.*;*वह ऐसा महसूस करती है जैसे वह बेहोश होने वाली है। दर्द से नहीं, बल्कि डर से!*;*تشعر وكأنها على وشك الإغماء. ليس من الألم، ولكن من الخوف!*;*সে মনে করছে যে সে জ্ঞান হারাতে চলেছে। ব্যথার জন্য নয়, ভয়ের জন্য!*;*Dia merasa seolah-olah dia akan pingsan. Bukan karena rasa sakit, tetapi karena ketakutan!*;*เธอรู้สึกเหมือนกำลังจะเป็นลม ไม่ใช่เพราะความเจ็บปวด แต่เพราะความกลัว!*;*Cô ấy cảm thấy như sắp ngất xỉu. Không phải vì đau đớn, mà vì sợ hãi!*
;;narrativeFearNeverExp;*O, böyle bir korkuyu daha önce hiç hissetmemişti.*;*This is a level of fear she has never experienced before.*;*Este es un nivel de miedo que nunca antes había experimentado.*;*Este é um nível de medo que ela nunca experimentou antes.*;*Dies ist ein Maß an Angst, das sie noch nie zuvor erlebt hat.*;*C'est un niveau de peur qu'elle n'a jamais ressenti auparavant.*;*Questo è un livello di paura che non ha mai provato prima.*;*To jest poziom strachu, którego nigdy wcześniej nie doświadczyła.*;*Это уровень страха, который она никогда не испытывала раньше.*;*这是她从未经历过的恐惧级别。*;*這是她從未經歷過的恐懼級別。*;*これは彼女がこれまでに経験したことのない恐怖のレベルです。*;*그녀가 전에 경험해 본 적이 없는 공포 수준이다.*;*यह भय का ऐसा स्तर है जिसे उसने पहले कभी अनुभव नहीं किया है।*;*هذا مستوى من الخوف لم تختبره من قبل.*;*এটি এমন একটি ভয়ের স্তর যা সে আগে কখনও অনুভব করেনি।*;*Ini adalah tingkat ketakutan yang belum pernah dia alami sebelumnya.*;*นี่คือระดับของความกลัวที่เธอไม่เคยสัมผัสมาก่อน*;*Đây là mức độ sợ hãi mà cô ấy chưa từng trải qua trước đây.*
;;narrativeGoingIntoShock;*Şoka giriyor*;*She is going into shock.*;*Ella está entrando en estado de shock.*;*Ela está entrando em choque.*;*Sie gerät in einen Schockzustand.*;*Elle est en état de choc.*;*Sta andando in stato di shock.*;*Wpada w szok.*;*Она впадает в шок.*;*她进入了休克状态。*;*她進入了休克狀態。*;*彼女はショック状態に陥っています。*;*그녀는 쇼크 상태에 빠지고 있다.*;*वह सदमे में जा रही है।*;*إنها تدخل في حالة صدمة.*;*সে শোকের মধ্যে প্রবেশ করছে।*;*Dia dalam keadaan terkejut.*;*เธอกำลังเข้าสู่ภาวะช็อก*;*Cô ấy đang rơi vào trạng thái sốc.*
1;Althea;althImOnFire;OH HAYIR! YANIYORUM!;OH NO! I’M ON FIRE!;¡OH NO! ¡ESTOY EN LLAMAS!;OH NÃO! ESTOU EM CHAMAS!;OH NEIN! ICH BIN IN FLAMMEN!;OH NON! JE SUIS EN FEU!;OH NO! STO PRENDENDO FUOCO!;O NIE! PŁONĘ!;О НЕТ! Я В ОГНЕ!;哦不！我着火了！;哦不！我著火了！;ああ、なんてことだ！私は燃えている！;오 안돼! 나 불붙었어!;ओह नहीं! मैं जल रहा हूँ!;أوه لا! أنا مشتعلة!;ওহ না! আমি জ্বলছি!;OH TIDAK! AKU TERBAKAR!;โอ้ไม่! ฉันไฟลุกท่วม!;Ôi không! Tôi đang bốc cháy!
1;Althea;althThisCantBeHappening;HAYIR BU GERÇEK OLAMAZ!;THIS CAN'T BE HAPPENING!;¡ESTO NO PUEDE ESTAR SUCEDIENDO!;ISSO NÃO PODE ESTAR ACONTECENDO!;DAS KANN NICHT PASSIEREN!;CE N'EST PAS POSSIBLE!;QUESTO NON PUÒ STARE ACCADENDO!;TO NIE MOŻE SIĘ DZIAĆ!;ЭТО НЕ МОЖЕТ БЫТЬ!;这不可能发生！;這不可能發生！;これはありえない！;이럴 수가 없어!;यह नहीं हो सकता!;هذا لا يمكن أن يحدث!;এটি ঘটতে পারে না!;INI TIDAK MUNGKIN TERJADI!;นี่มันเกิดขึ้นไม่ได้!;Điều này không thể xảy ra!
1;Althea;althThisCant;bu olamaz-;this can't-;esto no puede-;isto não pode-;das kann nicht-;ce n'est pas possible-;questo non può-;to nie może-;это не может быть-;这不可能-;這不可能-;これはありえない-;이럴 수가-;यह नहीं हो सकता-;هذا لا يمكن أن-;এটি হতে পারে না-;ini tidak bisa-;นี่มันไม่-;điều này không thể-
1;Althea;althItsNotHurting;Bekle biraz. Yanıyorum, ama hiç acımıyor. Çok ilginç;Wait a second. I’m on fire, but it doesn’t hurt at all. How interesting.;Espera un momento. Estoy en llamas, pero no duele en absoluto. Qué interesante.;Espere um segundo. Estou em chamas, mas não dói nada. Que interessante.;Warte eine Sekunde. Ich brenne, aber es tut überhaupt nicht weh. Wie interessant.;Attends une seconde. Je suis en feu, mais ça ne fait pas du tout mal. Comme c'est intéressant.;Aspetta un secondo. Sto bruciando, ma non fa per niente male. Che interessante.;Poczekaj chwilę. Płonę, ale wcale nie boli. Jakie to interesujące.;Подожди секунду. Я горю, но это совсем не больно. Как интересно.;等一下。我着火了，但一点也不痛。真有趣。;等一下。我著火了，但一點也不痛。真有趣。;ちょっと待って。私は燃えていますが、全く痛くありません。とても興味深い。;잠깐. 나는 불타고 있지만 전혀 아프지 않아. 정말 흥미롭다.;एक सेकंड रुको। मैं जल रहा हूँ, लेकिन बिल्कुल भी दर्द नहीं हो रहा है। कितना दिलचस्प।;انتظر لحظة. أنا مشتعلة، ولكنها لا تؤلمني على الإطلاق. مثير للاهتمام جدا.;একটু অপেক্ষা করুন। আমি জ্বলছি, কিন্তু একেবারেই ব্যথা লাগছে না। কতটা আকর্ষণীয়।;Tunggu sebentar. Aku terbakar, tetapi sama sekali tidak sakit. Betapa menariknya.;เดี๋ยวก่อน ฉันไฟลุกท่วม แต่ไม่เจ็บเลย น่าสนใจมาก;Chờ chút. Tôi đang bốc cháy, nhưng không đau chút nào. Thật thú vị.
;;narrativeExtinguish;*Alevler çok kısa sürede söner.*;*The flames extinguish shortly after.*;*Las llamas se apagan poco después.*;*As chamas se extinguem logo depois.*;*Die Flammen erlöschen kurz darauf.*;*Les flammes s'éteignent peu après.*;*Le fiamme si spengono poco dopo.*;*Płomienie gasną niedługo potem.*;*Пламя гаснет вскоре после этого.*;*火焰很快熄灭。*;*火焰很快熄滅。*;*炎はその後すぐに消えます。*;*불꽃은 곧 꺼진다.*;*आग की लपटें थोड़ी देर बाद बुझ जाती हैं।*;*اللهب ينطفئ بعد ذلك بوقت قصير.*;*আগুনের শিখা অল্প সময়ের মধ্যে নেভে।*;*Api padam tak lama setelahnya.*;*เปลวไฟดับในไม่ช้า*;*Ngọn lửa tắt ngay sau đó.*
1;Althea;althNoNeedToScare;Alevler hiç canımı yakmadı ve cabucak söndü. Sanırım korkmama gerek yoktu.;The fire didn’t hurt at all and went out quickly. I guess there was no need to be so scared.;El fuego no me lastimó en absoluto y se apagó rápidamente. Supongo que no había necesidad de tener tanto miedo.;O fogo não me machucou nem um pouco e apagou rapidamente. Acho que não havia necessidade de ter tanto medo.;Das Feuer tat überhaupt nicht weh und ging schnell aus. Ich denke, es war nicht nötig, so viel Angst zu haben.;Le feu ne m'a pas du tout fait mal et s'est rapidement éteint. Je suppose qu'il n'y avait pas besoin d'avoir si peur.;Il fuoco non mi ha fatto affatto male e si è spento rapidamente. Immagino non ci fosse bisogno di essere così spaventati.;Ogień wcale mnie nie skrzywdził i szybko zgasł. Myślę, że nie było potrzeby tak bardzo się bać.;Огонь совсем не обжёг и быстро погас. Думаю, не стоило так бояться.;火焰一点都不疼，很快就熄灭了。我想没必要这么害怕。;火焰一點都不疼，很快就熄滅了。我想沒必要這麼害怕。;火は全く痛くなく、すぐに消えました。そんなに怖がる必要はなかったと思います。;불꽃은 전혀 아프지 않았고 곧 꺼졌다. 그렇게 겁낼 필요가 없었나 봐.;आग ने बिल्कुल भी चोट नहीं पहुंचाई और जल्दी बुझ गई। मुझे लगता है कि इतना डरने की जरूरत नहीं थी।;النار لم تؤذيني على الإطلاق وانطفأت بسرعة. أعتقد أنه لم تكن هناك حاجة للخوف كثيرًا.;আগুন আমাকে একেবারেই আঘাত করেনি এবং দ্রুত নেভে। আমার মনে হয় এত ভয় পাওয়ার দরকার ছিল না।;Api sama sekali tidak melukai saya dan padam dengan cepat. Saya rasa tidak perlu begitu takut.;ไฟไม่เจ็บเลย และก็ดับไปอย่างรวดเร็ว ฉันคิดว่าไม่จำเป็นต้องกลัวขนาดนั้น;Lửa không làm tôi đau và đã tắt nhanh chóng. Tôi nghĩ không cần phải sợ đến vậy.
1;Althea;althStrangeMagicalPlace;Bu büyülü yer beni hem koruyor hem de zarar vermeye çalışıyor. Ne kadar garip.;This magical place is both protecting me and trying to harm me. So strange.;Este lugar mágico tanto me protege como intenta dañarme. Qué extraño.;Este lugar mágico está tanto me protegendo quanto tentando me machucar. Que estranho.;Dieser magische Ort schützt mich und versucht gleichzeitig, mir zu schaden. Wie seltsam.;Cet endroit magique me protège et essaie de me faire du mal. Si étrange.;Questo luogo magico mi protegge e allo stesso tempo cerca di farmi del male. Così strano.;To magiczne miejsce mnie chroni i jednocześnie próbuje mnie skrzywdzić. Jakie to dziwne.;Это волшебное место и защищает меня, и пытается навредить. Как странно.;这个神奇的地方既保护我又试图伤害我。真奇怪。;這個神奇的地方既保護我又試圖傷害我。真奇怪。;この魔法の場所は私を守りながら、害を与えようとしています。とても奇妙です。;이 마법의 장소는 나를 보호하면서도 해치려고 한다. 정말 이상하다.;यह जादुई जगह मुझे बचाने और मुझे चोट पहुंचाने की कोशिश कर रही है। कितना अजीब।;هذا المكان السحري يحميني ويحاول أن يؤذيني. غريب جدا.;এই জাদুকরী জায়গাটি আমাকে রক্ষা করছে এবং আমাকে আঘাত করার চেষ্টা করছে। কত অদ্ভুত।;Tempat ajaib ini melindungi saya dan mencoba menyakiti saya. Sangat aneh.;สถานที่วิเศษนี้ทั้งปกป้องฉันและพยายามทำร้ายฉัน แปลกจริงๆ;Nơi huyền diệu này vừa bảo vệ tôi vừa cố làm hại tôi. Thật kỳ lạ.
1;Althea;althNotToMessOthers;Neyse, diğer kardan adamlara bulaşmamak en iyisi.;Anyway, it’s best not to mess with the other snowmen.;De todos modos, es mejor no meterse con los otros muñecos de nieve.;De qualquer forma, é melhor não mexer com os outros bonecos de neve.;Wie auch immer, es ist besser, sich nicht mit den anderen Schneemännern anzulegen.;De toute façon, il vaut mieux ne pas embêter les autres bonshommes de neige.;Comunque, è meglio non mettersi nei guai con gli altri pupazzi di neve.;Tak czy inaczej, najlepiej nie zadzierać z innymi bałwanami.;В любом случае, лучше не связываться с другими снеговиками.;无论如何，最好不要惹其他雪人。;無論如何，最好不要惹其他雪人。;とにかく、他の雪だるまとは関わらない方がいい。;어쨌든, 다른 눈사람들과 엮이지 않는 게 좋다.;वैसे भी, अन्य स्नोमैन के साथ खिलवाड़ न करना सबसे अच्छा है।;على أي حال، من الأفضل عدم العبث مع رجال الثلج الآخرين.;যাই হোক, অন্যান্য তুষারমানবদের সঙ্গে বিরক্ত না করাই ভালো।;Bagaimanapun, lebih baik tidak mengganggu manusia salju lainnya.;อย่างไรก็ตาม ดีกว่าที่จะไม่ยุ่งกับตุ๊กตาหิมะตัวอื่น ๆ;Dù sao, tốt nhất là không dây vào những người tuyết khác.
1;Althea;betterCheckTheHouse;Evi de kontrol etsem iyi olacak.;I should check the house too.;Debería revisar la casa también.;Eu deveria verificar a casa também.;Ich sollte auch das Haus überprüfen.;Je devrais vérifier la maison aussi.;Dovrei controllare anche la casa.;Powinienem również sprawdzić dom.;Мне следует тоже проверить дом.;我也应该检查一下房子。;我也應該檢查一下房子。;家も確認したほうがいいですね。;집도 확인해야겠어.;मुझे घर भी जांचना चाहिए।;يجب أن أتحقق من المنزل أيضًا.;আমার বাড়িটিও পরীক্ষা করা উচিত।;Saya juga harus memeriksa rumah.;ฉันควรตรวจสอบบ้านด้วย;Tôi cũng nên kiểm tra căn nhà.
1;Althea;betterCheckTheSnowmans;Kardan adamlara da baksam iyi olacak. Çok tatlılardı!;I should check the snowmans too. They were cute!;También debería revisar a los muñecos de nieve. ¡Eran adorables!;Eu deveria verificar os bonecos de neve também. Eles eram fofos!;Ich sollte mir auch die Schneemänner ansehen. Sie waren süß!;Je devrais aussi vérifier les bonshommes de neige. Ils étaient mignons!;Dovrei controllare anche i pupazzi di neve. Erano carini!;Powinienem również sprawdzić bałwany. Były urocze!;Мне стоит тоже посмотреть на снеговиков. Они были милыми!;我也应该检查一下雪人。他们很可爱！;我也應該檢查一下雪人。他們很可愛！;雪だるまも確認したほうがいいですね。とても可愛かったです！;눈사람도 확인해야겠어. 정말 귀여웠어!;मुझे स्नोमैन को भी देखना चाहिए। वे बहुत प्यारे थे!;يجب أن أتحقق من رجال الثلج أيضًا. كانوا لطفاء!;আমার তুষারমানবদের দিকেও তাকানো উচিত। তারা খুব সুন্দর ছিল!;Saya juga harus memeriksa manusia salju. Mereka lucu!;ฉันควรตรวจสอบตุ๊กตาหิมะด้วย พวกเขาน่ารักมาก!;Tôi cũng nên kiểm tra những người tuyết. Họ thật dễ thương!
1;Althea;hmmmItsLocked;Hmmm. *duraksar* kapı kilitli.;Hmm. *pauses* It's locked.;Hmmm. *Hace una pausa* Está cerrado con llave.;Hmmm. *Pausa* Está trancada.;Hmmm. *Pause* Es ist verschlossen.;Hmmm. *Pause* C'est verrouillé.;Hmmm. *Pausa* È chiuso.;Hmmm. *Zatrzymuje się* Drzwi są zamknięte.;Хмм. *Пауза* Дверь заперта.;嗯。*暂停* 门锁上了。;嗯。*暫停* 門鎖上了。;うーん。*一時停止* ドアがロックされています。;흠. *잠시 멈춤* 문이 잠겼어.;हम्म। *ठहराव* दरवाजा बंद है।;هممم. *توقف* الباب مغلق.;হুম। *থেমে যায়* দরজা লক করা হয়েছে।;Hmm. *Berhenti sejenak* Pintu terkunci.;ฮึม. *หยุด* ประตูล็อคแล้ว.;Hừm. *tạm dừng* Cửa bị khóa.
